"street_label","street_type","total_trees","total_length","n_segments","density"
"6400 VIVIAN ST","Public",1,69.353420616436,1,1.44188994733305
"6500 MAPLE ST","Public",1,146.208660263767,1,0.683954013528308
"6500 MARINE CRESCENT","Public",1,139.194097746135,1,0.718421266556732
"6500 NANAIMO ST","Lane",1,64.5361295555966,1,1.54951963634342
"6500 VIVIAN ST","Public",1,54.0079248837348,1,1.85158011931164
"6500-6600 ARGYLE ST","Public",1,163.639237899056,1,0.61110037717046
"6500-6600 BERKELEY ST","Public",1,156.814098143082,1,0.637697765597307
"6600 ST. GEORGE ST","Lane",1,51.751271263784,1,1.93231968139072
"6700 LA SALLE ST","Public",1,61.6849840897209,1,1.62114007931898
"6700 SELKIRK ST","Public",1,98.4174367623687,1,1.01608011029034
"6700-6900 BUTLER ST","Public",1,248.9653611717,1,0.401662301652617
"6800 NANAIMO ST","Public",1,18.7431061294661,1,5.33529497775131
"6800-6900 HEATHER ST","Public",1,198.67530436977,1,0.503333820563235
"6900 ARGYLE ST","Public",1,152.066130346736,1,0.657608632323212
"6900 GLADSTONE ST","Lane",1,53.5649306476926,1,1.86689311067572
"6900 HUDSON ST","Public",1,29.4557760748773,1,3.3949198875561
"6900 PRINCE EDWARD ST","Public",1,100.244521350416,1,0.997560750980486
"700 ALEXANDER ST","Public",1,178.410334466814,1,0.560505647270118
"700 CLARK DRIVE","Public",1,50.2525302341848,1,1.989949551475
"700 E 62ND AV","Public",1,125.431860197144,1,0.797245610826688
"700 E PENDER ST","Public",1,172.145301350704,1,0.580904614969852
"700 UNION ST","Public",1,171.829239447653,1,0.581973128214099
"700 W BROADWAY","Lane",1,141.521249741333,1,0.706607666218154
"700 WOODLAND DRIVE","Public",1,50.4827526454101,1,1.98087455140171
"700-800 W 48TH AV","Public",1,222.12222841073,1,0.45020257862301
"7000 DUMFRIES ST","Lane",1,46.8907980259953,1,2.13261458985113
"7000 ONTARIO ST","Public",1,100.581593703806,1,0.994217692498304
"7000-7100 KERR ST","Public",1,61.2540722133565,1,1.63254452131257
"7100 ONTARIO ST","Public",1,95.7477251371484,1,1.04441123647335
"7100 ROSS ST","Public",1,25.759328325797,1,3.88208880042317
"7100-7200 DUFF ST","Public",1,107.212589801904,1,0.932726279486107
"7100-7200 SHERBROOKE ST","Public",1,113.907166859356,1,0.877907885493037
"7200 BERKELEY ST","Public",1,41.9529543629901,1,2.38362235790997
"7200-7300 RUPERT ST","Public",1,86.7404774162974,1,1.15286430255699
"7400 DUMFRIES ST","Lane",1,54.2126000168303,1,1.84458963357144
"7400 HEATHER ST","Public",1,127.76766751599,1,0.782670623516588
"7400 ONTARIO ST","Lane",1,48.3176168582505,1,2.06963849838394
"7400 PRINCE ALBERT ST","Public",1,47.2114590225352,1,2.11812983691666
"7500 ADERA ST","Public",1,54.6808201777802,1,1.82879480729946
"7500 BORDEN ST","Public",1,49.6466342632346,1,2.01423523435211
"7500 OSLER ST","Lane",1,49.6553785673218,1,2.01388052785504
"7500 PRINCE ALBERT ST","Public",1,50.3870022522057,1,1.98463880624338
"7500-7700 OAK ST","Public",1,225.744518397148,1,0.442978641120631
"7600 BORDEN ST","Public",1,47.3077320785474,1,2.1138193611557
"7600 STIKINE PLACE","Public",1,54.1372029006564,1,1.84715860151666
"7700 ADERA ST","Public",1,52.6862679593948,1,1.89802777598652
"7700 ASH ST","Public",1,50.3432285144634,1,1.9863644615337
"7700 JASPER CRESCENT","Public",1,87.9178992216347,1,1.13742481207276
"7700 KERR ST","Public",1,189.99167241647,1,0.526338858583209
"7700 MONTCALM ST","Public",1,116.965335667221,1,0.854954157396775
"7700 MUNROE CRESCENT","Public",1,130.484658648348,1,0.766373618445805
"7700-7800 THORNHILL DRIVE","Public",1,60.0177844809773,1,1.66617279969232
"7800 ARGYLE ST","Public",1,96.1576143602329,1,1.0399592446769
"7800 OAK ST","Lane",1,142.498995381947,1,0.701759333334003
"7900 LEASIDE ST","Public",1,50.2822789261784,1,1.98877223020886
"800 CARDERO ST","Public",1,54.9172917993259,1,1.8209200913514
"800 E 31ST AV","Public",1,140.420971003048,1,0.712144342014479
"800 E PENDER ST","Public",1,172.437283562495,1,0.579920988860611
"800 GORE AV","Public",1,50.8013719622054,1,1.96845077480185
"800 GREENCHAIN","Public",1,96.679937053408,1,1.03434076446241
"800 W 17TH AV","Public",1,123.380466666071,1,0.810501067974155
"800 W 19TH AV","Public",1,171.887923926817,1,0.581774436013179
"800 W 23RD AV","Public",1,75.3449594733992,1,1.32722879803665
"800 W 39TH AV","Public",1,105.034020270339,1,0.95207247844668
"800 W 59TH AV","Public",1,77.5306258329587,1,1.28981288265945
"800 W 61ST AV","Public",1,192.078598425359,1,0.520620208705133
"800 W 66TH AV","Lane",1,138.556670545965,1,0.721726349268953
"800 W 7TH AV","Public",1,37.4457793288008,1,2.67052794179895
"800 W KING EDWARD AV","Public",1,173.406976122495,1,0.576678068184291
"800-900 CARDERO ST","Public",1,54.9336328319481,1,1.82037842474242
"800-900 E 54TH AV","Public",1,129.614419264441,1,0.771519099244498
"8000 ADERA ST","Public",1,48.5863852160663,1,2.05818974915081
"8000 ASH ST","Public",1,50.3499271288264,1,1.98610019323639
"8000-8200 FRENCH ST","Public",1,204.200628142177,1,0.489714458323674
"8000-8200 MONTCALM ST","Public",1,251.348016097111,1,0.397854741615959
"8300-8400 BEATRICE ST","Public",1,66.082786662288,1,1.51325337581546
"8400 ELLIOTT ST","Public",1,38.2927740401198,1,2.61145875446968
"8500 WILTSHIRE ST","Public",1,54.7798038355769,1,1.82549029018346
"8600 HEATHER ST","Public",1,136.423844024796,1,0.733009692805783
"8600 SHAUGHNESSY ST","Public",1,172.771471185618,1,0.578799261902242
"8700 OAK ST","Lane",1,157.880758954307,1,0.633389405158238
"8700-8900 LAUREL ST","Public",1,160.00322716149,1,0.624987394154688
"8800 SELKIRK ST","Lane",1,156.194601807371,1,0.640226991476481
"900 E 7TH AV","Public",1,140.381927449741,1,0.712342406295863
"900 JERVIS ST","Lane",1,55.0629168473091,1,1.8161042989659
"900 MCLEAN DRIVE","Public",1,48.5925157724067,1,2.05793008265658
"900 TERMINAL AV","Public",1,180.336067743511,1,0.554520242407794
"900 W 33RD AV","Public",1,154.2110453653,1,0.648461981196724
"900 W 64TH AV","Public",1,49.2907591456805,1,2.02877784260629
"900 W 7TH AV","Public",1,174.093106815528,1,0.574405281341564
"900 W KING EDWARD AV","Public",1,205.735741197749,1,0.486060416230168
"PENNYFARTHING DRIVE","Non-city",1,316.657683924466,1,0.315798431797579
